ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,RiesgoPagAtrazo
4393,625,0.2363522618178533,139307,44,5,14,1071,4,15,Rent,High School,Divorced,1,0.18412873,Riesgo bajo
4394,381,0.3949518912207949,53349,88,7,12,16679,1,19,Mortgage,Masters,Widowed,0,0.18387839,Riesgo bajo
4395,678,0.661402147197834,163641,33,4,8,4613,19,23,Own,Masters,Single,6,0.2526959,Riesgo muy alto
4396,533,0.0512014615609652,144030,81,8,9,13765,7,26,Own,High School,Single,17,0.20401958,Riesgo medio
4397,645,0.9811247509846686,189002,47,0,12,9759,5,17,Own,PhD,Married,29,0.33459666,Riesgo medio
4398,521,0.4519635436960719,189440,49,5,3,19927,4,6,Rent,Bachelor,Divorced,5,0.18722998,Riesgo bajo
4399,488,0.1788679809806861,32723,30,5,14,11341,1,28,Rent,Bachelor,Married,0,0.25441572,Riesgo bajo
4400,747,0.7561001477026863,29379,32,3,6,14119,12,2,Rent,PhD,Married,0,0.30201104,Riesgo alto
4401,578,0.1564137474775667,102885,23,0,16,11454,5,15,Own,Bachelor,Widowed,9,0.18861368,Riesgo medio
4402,634,0.8921340194507915,92856,89,2,4,9360,17,5,Rent,Masters,Widowed,26,0.18100366,Riesgo muy alto
4403,595,0.0408167338555657,126673,39,3,16,9547,0,3,Own,High School,Married,16,0.21011797,Sin riesgo
4404,649,0.987810565520883,197456,26,3,14,17798,8,0,Rent,Masters,Married,3,0.0,Riesgo medio
4405,404,0.4324444768369244,42917,46,3,9,14360,11,18,Rent,Masters,Single,24,0.22203332,Riesgo alto
4406,678,0.0586530667545938,87301,46,5,12,8330,15,3,Own,Masters,Single,17,0.20564125,Riesgo muy alto
4407,634,0.9184666595570112,183745,72,7,18,14116,9,13,Mortgage,Bachelor,Widowed,28,0.294153,Riesgo medio
4408,717,0.4365836618759173,77626,85,9,14,6627,7,16,Mortgage,Bachelor,Divorced,27,0.28446457,Riesgo medio
4409,710,0.3066083311384427,45420,69,4,16,4226,4,7,Rent,High School,Single,5,0.2143375,Riesgo bajo
4410,365,0.7754163844186964,169438,58,8,9,3351,3,17,Own,High School,Widowed,17,0.23104987,Riesgo bajo
4411,476,0.5634145292071034,25206,29,0,17,6993,3,12,Mortgage,PhD,Married,14,0.2967348,Riesgo bajo
4412,785,0.6546501399683469,113559,22,0,17,2636,11,13,Own,Bachelor,Widowed,28,0.24376981,Riesgo alto
4413,520,0.1888088276974021,135647,66,9,1,1201,7,22,Mortgage,Masters,Widowed,0,0.0,Riesgo medio
4414,765,0.9352614781103862,31315,61,5,14,1756,15,7,Rent,Masters,Widowed,4,0.18715331,Riesgo muy alto
4415,444,0.822560549626374,80469,75,0,9,2560,15,29,Own,High School,Widowed,18,0.25331867,Riesgo muy alto
4416,382,0.6772148653616223,186831,89,9,4,2401,14,5,Own,High School,Divorced,28,0.25117382,Riesgo alto
4417,756,0.7362571061169352,56422,30,8,15,13535,12,17,Mortgage,High School,Married,17,0.24266586,Riesgo alto
4418,537,0.9275095687382054,85208,81,1,5,17559,18,24,Rent,Masters,Divorced,2,0.2785532,Riesgo muy alto
4419,446,0.4253078633305686,92067,68,7,13,11207,10,4,Mortgage,Bachelor,Married,24,0.31767377,Riesgo medio
4420,686,0.6644294320716139,199258,18,3,12,2120,19,4,Own,Masters,Single,14,0.21550116,Riesgo muy alto
4421,312,0.8502971993917086,118520,41,0,5,17653,4,12,Mortgage,Bachelor,Single,19,0.31165463,Riesgo bajo
4422,426,0.9221219974961606,195764,75,9,8,16629,5,1,Rent,High School,Single,20,0.23802473,Riesgo medio
4423,423,0.9525169217331806,39825,47,3,9,15608,13,27,Rent,High School,Married,24,0.29329655,Riesgo alto
4424,509,0.6563972291936365,96918,85,6,7,13513,18,19,Mortgage,High School,Single,28,0.28380123,Riesgo muy alto
4425,774,0.5714662216520148,175327,54,0,18,13711,4,19,Own,High School,Married,21,0.3032018,Riesgo bajo
4426,516,0.8804753264632104,24159,70,6,5,12725,7,5,Mortgage,Masters,Married,2,0.22230628,Riesgo medio
4427,651,0.3200879487025095,188602,21,0,5,9327,10,1,Own,High School,Widowed,16,0.16958398,Riesgo medio
4428,631,0.9252659472878048,50343,60,6,14,10980,15,13,Mortgage,High School,Married,8,0.26530957,Riesgo muy alto
4429,561,0.0996613948076154,110920,47,7,12,6027,7,14,Rent,Bachelor,Widowed,15,0.15006122,Riesgo medio
4430,312,0.2851842846133001,133835,31,8,2,11580,15,22,Mortgage,High School,Single,13,0.18049209,Riesgo muy alto
4431,815,0.915623553323531,63849,19,9,8,7730,13,1,Rent,Bachelor,Single,3,0.2321145,Riesgo alto
4432,566,0.8927625976669836,67640,86,2,14,12480,0,15,Own,High School,Divorced,26,0.30794734,Sin riesgo
4433,416,0.1768015893681409,60837,27,3,1,16808,9,5,Own,Bachelor,Widowed,24,0.19540326,Riesgo medio
4434,727,0.7326348885542041,134553,36,8,5,18761,1,4,Rent,High School,Widowed,17,0.0,Riesgo bajo
4435,760,0.462188365111293,148164,62,3,14,8717,9,19,Mortgage,Masters,Divorced,11,0.2360278,Riesgo medio
4436,553,0.5973730085118738,176230,37,8,4,16721,13,21,Own,Masters,Single,23,0.23187746,Riesgo alto
4437,516,0.94079064452874,127872,79,5,18,5194,15,9,Rent,High School,Divorced,4,0.24712135,Riesgo muy alto
4438,407,0.7743126676356152,157109,47,7,3,1238,4,18,Rent,PhD,Widowed,0,0.1731888,Riesgo bajo
4439,609,0.3924296392257603,113767,69,6,9,4082,11,28,Own,Bachelor,Single,19,0.28855228,Riesgo alto
4440,367,0.1841807768399959,197477,66,7,18,3745,19,8,Rent,PhD,Married,2,0.25876027,Riesgo muy alto
4441,672,0.9540844675193244,189088,66,7,0,16905,16,23,Rent,Masters,Married,1,0.19658124,Riesgo muy alto
4442,849,0.5177779256029178,33344,80,9,16,16422,9,6,Own,High School,Married,0,0.2805804,Riesgo medio
4443,455,0.2935062428610796,92682,68,8,5,2993,6,6,Own,PhD,Single,12,0.23118235,Riesgo medio
4444,469,0.3803302849548945,199439,76,0,15,12949,11,0,Rent,High School,Widowed,22,0.16787203,Riesgo alto
4445,321,0.0693688077061027,149819,59,3,2,15276,2,22,Rent,High School,Widowed,14,0.0,Riesgo bajo
4446,588,0.5830689565845758,113652,25,2,19,19565,0,3,Mortgage,PhD,Married,27,0.27537003,Sin riesgo
4447,354,0.3408236603109174,166982,35,7,12,4722,2,15,Mortgage,Bachelor,Divorced,12,0.21773812,Riesgo bajo
4448,598,0.4340959970883145,76163,48,0,1,18116,16,6,Rent,PhD,Married,22,0.26978955,Riesgo muy alto
4449,775,0.8421496783042326,151882,52,7,8,18384,8,0,Mortgage,High School,Divorced,15,0.18908069,Riesgo medio
4450,460,0.9694832725315062,82324,60,4,15,17913,0,18,Own,Bachelor,Single,1,0.2894579,Sin riesgo
4451,720,0.0480243962628055,146970,83,4,4,8959,18,17,Own,High School,Single,0,0.21246755,Riesgo muy alto
4452,812,0.895208892761672,88178,63,2,3,18806,14,29,Rent,Masters,Married,22,0.2660242,Riesgo alto
4453,518,0.0305293658654347,70183,49,0,4,1330,17,11,Mortgage,PhD,Widowed,20,0.18870081,Riesgo muy alto
4454,563,0.4038509776730705,34718,75,9,19,3970,18,23,Own,PhD,Married,24,0.33744007,Riesgo muy alto
4455,801,0.476629964059262,52494,54,8,16,4276,10,6,Rent,Masters,Widowed,13,0.0,Riesgo medio
4456,716,0.766866330827191,95407,37,3,8,10176,7,23,Mortgage,Masters,Divorced,17,0.22923304,Riesgo medio
4457,795,0.9356099037856782,104956,53,0,4,12625,16,28,Own,PhD,Divorced,15,0.326723,Riesgo muy alto
4458,329,0.9651513971923033,30126,45,5,7,7950,19,26,Mortgage,Bachelor,Married,11,0.2819322,Riesgo muy alto
4459,611,0.1189162611094699,153863,86,3,0,11175,10,21,Mortgage,Bachelor,Divorced,16,0.2912805,Riesgo medio
4460,768,0.90820495001265,65356,19,5,7,1900,17,16,Rent,Masters,Divorced,21,0.21832295,Riesgo muy alto
4461,670,0.3450112837200034,136553,49,5,18,3876,14,27,Rent,PhD,Single,10,0.27138972,Riesgo alto
4462,568,0.8637644868584208,74938,20,8,15,7812,9,16,Rent,Masters,Divorced,17,0.20921457,Riesgo medio
4463,506,0.691221584863325,191024,58,5,4,10335,3,22,Rent,Bachelor,Widowed,12,0.2250516,Riesgo bajo
4464,674,0.3745097093048138,48880,47,9,9,14575,11,23,Own,High School,Married,25,0.30376345,Riesgo alto
4465,752,0.7838661228823229,60732,29,1,15,3964,17,11,Mortgage,Masters,Widowed,24,0.19886601,Riesgo muy alto
4466,567,0.1852808231496134,127044,63,3,16,19635,19,16,Rent,Bachelor,Married,14,0.26245624,Riesgo muy alto
4467,317,0.451109067314507,119360,35,5,14,12585,12,24,Mortgage,High School,Married,18,0.24977814,Riesgo alto
4468,730,0.3455430428481818,168718,68,7,19,16717,17,27,Mortgage,Masters,Single,18,0.2354928,Riesgo muy alto
4469,794,0.9165425255129306,84022,20,5,8,19888,17,19,Rent,High School,Married,19,0.24205875,Riesgo muy alto
4470,831,0.6844062794672973,168442,83,3,5,5394,17,28,Rent,Masters,Divorced,15,0.25553232,Riesgo muy alto
4471,714,0.9774888699524708,95907,33,9,18,3560,7,8,Mortgage,Masters,Single,16,0.20699716,Riesgo medio
4472,680,0.5473725172635956,167934,19,3,7,1372,1,25,Own,High School,Single,12,0.22371107,Riesgo bajo
4473,843,0.7678855858738567,38271,52,3,17,14818,10,3,Rent,PhD,Divorced,0,0.28732774,Riesgo medio
4474,687,0.4430143289926032,158814,44,7,1,7904,1,28,Own,Masters,Single,28,0.234987,Riesgo bajo
4475,798,0.6539269684980396,82814,89,1,10,6741,7,20,Own,Masters,Married,13,0.3357055,Riesgo medio
4476,845,0.7554254322353741,69674,19,5,16,15163,12,10,Mortgage,Bachelor,Single,1,0.24250977,Riesgo alto
4477,481,0.8255188725131364,38524,60,4,0,8380,15,24,Rent,PhD,Married,13,0.2871837,Riesgo muy alto
4478,636,0.3346894102103134,173381,42,2,1,12304,7,21,Rent,Bachelor,Married,28,0.2909416,Riesgo medio
4479,739,0.9873269483326548,52384,65,4,5,16232,1,19,Mortgage,Masters,Single,21,0.28332528,Riesgo bajo
4480,749,0.0584472280372513,59552,20,2,12,4289,19,21,Mortgage,High School,Married,0,0.1951987,Riesgo muy alto
4481,355,0.1146898741051222,152553,50,2,15,6241,5,21,Rent,PhD,Married,8,0.2566813,Riesgo medio
4482,399,0.1711046241248875,45413,56,7,19,10990,12,28,Rent,High School,Married,10,0.21546762,Riesgo alto
4483,310,0.4905276775040941,137865,40,7,2,1078,3,6,Mortgage,Bachelor,Married,15,0.21835391,Riesgo bajo
4484,831,0.1553241557446032,112607,83,1,19,6903,12,25,Own,PhD,Widowed,3,0.23930022,Riesgo alto
4485,555,0.3081751568844761,190839,35,0,0,18841,3,2,Rent,Bachelor,Widowed,16,0.0,Riesgo bajo
4486,728,0.5574368494012664,55968,68,5,19,6685,12,25,Own,Masters,Widowed,11,0.24282546,Riesgo alto
4487,386,0.3227661421618548,115495,55,9,1,19300,16,29,Rent,Masters,Married,23,0.24147739,Riesgo muy alto
4488,728,0.8189927821444855,68889,19,3,2,3219,7,2,Rent,Bachelor,Divorced,1,0.23923683,Riesgo medio
4489,691,0.2312791063456103,177236,71,2,6,1972,4,6,Own,High School,Married,3,0.17975464,Riesgo bajo
4490,617,0.8549638166126853,178359,82,2,12,17193,6,25,Mortgage,High School,Single,28,0.33331463,Riesgo medio
4491,687,0.4959746414173555,185561,39,4,9,12229,1,7,Rent,High School,Divorced,24,0.22564808,Riesgo bajo
4492,821,0.6102709984240028,191969,46,9,17,15097,3,1,Own,PhD,Married,8,0.23625866,Riesgo bajo
4493,453,0.0505929612591005,116526,78,1,8,1879,2,25,Mortgage,Masters,Married,1,0.26083598,Riesgo bajo
4494,608,0.325260265579451,158235,39,6,17,12932,7,12,Mortgage,High School,Widowed,26,0.1614075,Riesgo medio
4495,482,0.1922899435147204,165107,54,7,18,15952,4,22,Rent,High School,Single,14,0.22103828,Riesgo bajo
4496,461,0.6520515022718721,71442,86,0,18,8521,0,6,Rent,Bachelor,Married,9,0.28880078,Sin riesgo
4497,542,0.7799562181387298,74601,58,5,0,13676,18,21,Rent,Masters,Divorced,1,0.21074884,Riesgo muy alto
4498,422,0.166796162239986,116027,27,4,11,2031,15,0,Rent,High School,Single,29,0.20369244,Riesgo muy alto
4499,521,0.6123954912633369,134032,49,7,6,8605,16,21,Rent,Bachelor,Divorced,15,0.25525257,Riesgo muy alto
4500,719,0.1267094296768783,93253,46,5,2,16047,8,20,Rent,Bachelor,Widowed,24,0.17277586,Riesgo medio
4501,835,0.6451547482332344,56258,54,2,11,5224,10,12,Mortgage,Masters,Married,29,0.29721403,Riesgo medio
4502,748,0.1309982604170667,52974,58,0,1,11503,5,21,Rent,High School,Married,26,0.2314661,Riesgo medio
4503,705,0.8311851045224471,180701,68,2,16,14736,4,13,Own,High School,Widowed,2,0.21228755,Riesgo bajo
4504,599,0.6776064104605269,110447,39,2,0,18052,14,6,Own,Bachelor,Married,6,0.2767362,Riesgo alto
4505,425,0.7764166982749954,116130,29,0,18,19302,6,28,Own,Bachelor,Single,12,0.27114803,Riesgo medio
4506,661,0.2655426464754499,142489,35,3,6,12096,12,2,Mortgage,High School,Married,12,0.21702442,Riesgo alto
4507,312,0.7950803670078607,157923,33,0,9,1316,10,17,Own,Bachelor,Single,23,0.3074801,Riesgo medio
4508,581,0.8376237208677576,78994,72,8,4,18130,6,12,Rent,Masters,Married,9,0.19797406,Riesgo medio
4509,567,0.0535130270973741,73078,63,6,5,10429,10,25,Rent,High School,Single,12,0.20744194,Riesgo medio
4510,842,0.4023402781459694,92529,56,9,5,17039,17,2,Own,PhD,Widowed,23,0.18895675,Riesgo muy alto
4511,595,0.8640770111515089,71161,19,5,19,2619,9,17,Rent,PhD,Married,8,0.31034076,Riesgo medio
4512,838,0.3818526848566559,95695,26,3,17,16691,16,24,Own,Bachelor,Single,23,0.23533341,Riesgo muy alto
4513,768,0.9205118815953004,140691,64,0,7,16677,16,8,Mortgage,Bachelor,Widowed,4,0.26296943,Riesgo muy alto
4514,794,0.0997293983346677,173812,48,1,14,10940,12,18,Rent,Masters,Divorced,4,0.16430612,Riesgo alto
4515,584,0.5880569977396541,192285,83,0,18,10251,11,1,Rent,Masters,Widowed,5,0.1554148,Riesgo alto
4516,472,0.2851300366071984,128361,57,5,2,7705,16,17,Mortgage,PhD,Divorced,4,0.215497,Riesgo muy alto
4517,409,0.3726911051162777,33030,68,9,0,3939,10,24,Mortgage,PhD,Divorced,22,0.21630375,Riesgo medio
4518,617,0.5595746853576068,56265,69,0,5,10639,6,12,Own,Bachelor,Widowed,19,0.2458378,Riesgo medio
4519,580,0.0837298615192377,61562,62,0,11,3140,8,5,Rent,High School,Single,16,0.20429315,Riesgo medio
4520,640,0.3758441843503822,67515,70,7,9,7022,4,26,Own,Bachelor,Widowed,14,0.23400447,Riesgo bajo
4521,749,0.0878368332882021,145010,84,3,13,14767,6,22,Rent,High School,Single,18,0.20241256,Riesgo medio
4522,642,0.2472399104627473,96013,27,1,10,10173,0,15,Own,High School,Divorced,7,0.21685581,Sin riesgo
4523,795,0.6621750834467784,118494,58,3,8,14935,6,20,Mortgage,High School,Single,1,0.25015765,Riesgo medio
4524,587,0.1226476798725474,76115,58,1,15,12958,1,27,Own,Bachelor,Widowed,22,0.21238257,Riesgo bajo
4525,670,0.5298696380284398,199716,45,6,17,2177,5,12,Rent,PhD,Single,20,0.25213718,Riesgo medio
4526,614,0.7370754031416009,53551,37,5,17,11622,17,29,Rent,PhD,Widowed,17,0.23030724,Riesgo muy alto
4527,662,0.7119717918148453,25848,26,8,9,17697,8,17,Mortgage,High School,Single,16,0.24165678,Riesgo medio
4528,516,0.0705042601025063,63410,38,0,5,16192,17,10,Mortgage,High School,Married,26,0.23597673,Riesgo muy alto
4529,849,0.4796178101770182,95535,29,6,12,1544,8,8,Mortgage,PhD,Married,14,0.2658606,Riesgo medio
4530,640,0.4086727142235937,131423,58,7,10,9085,5,8,Mortgage,Masters,Widowed,5,0.0,Riesgo medio
4531,450,0.1139626975486431,191587,23,9,6,14528,19,19,Own,High School,Married,15,0.20421161,Riesgo muy alto
4532,303,0.8613875998646343,174493,47,6,10,16462,9,3,Rent,Masters,Widowed,8,0.15478079,Riesgo medio
4533,587,0.8492478655051815,111035,27,1,4,7119,6,22,Rent,Masters,Single,14,0.2368963,Riesgo medio
4534,747,0.8582884339467407,69784,61,8,8,15530,15,29,Rent,Masters,Married,7,0.24400425,Riesgo muy alto
4535,312,0.0078599978709934,133733,70,8,15,13358,0,5,Own,High School,Single,17,0.17901957,Sin riesgo
4536,466,0.2393637250557762,105067,80,2,13,15179,15,11,Mortgage,Bachelor,Married,23,0.31721193,Riesgo muy alto
4537,556,0.3221001386969774,153792,74,5,6,5835,3,25,Rent,Masters,Single,14,0.21469158,Riesgo bajo
4538,599,0.0229444836557275,171816,66,5,2,15439,19,15,Own,Masters,Single,21,0.24967098,Riesgo muy alto
4539,504,0.9679813905441028,79023,84,4,9,1244,19,9,Mortgage,Masters,Divorced,18,0.26466766,Riesgo muy alto
4540,531,0.0257577729055747,76688,85,4,13,4298,10,13,Rent,High School,Divorced,23,0.17828459,Riesgo medio
4541,444,0.0478063494835294,188069,75,1,0,19602,13,22,Rent,Masters,Single,6,0.2503575,Riesgo alto
4542,607,0.3478016722718282,50760,65,4,16,10907,17,24,Own,PhD,Single,15,0.2877275,Riesgo muy alto
4543,666,0.3683926544092935,185955,68,3,15,9045,5,13,Own,High School,Married,15,0.26012334,Riesgo medio
4544,700,0.9207976530047972,167605,20,4,10,8049,7,20,Rent,PhD,Divorced,8,0.2609906,Riesgo medio
4545,530,0.4205341415836877,91911,58,8,3,9600,17,23,Rent,Masters,Widowed,2,0.16214627,Riesgo muy alto
4546,478,0.3851165673186215,174945,21,6,10,18217,5,8,Rent,PhD,Married,27,0.26971853,Riesgo medio
4547,509,0.0354851736654028,149117,35,7,12,8875,9,15,Rent,High School,Divorced,18,0.18916167,Riesgo medio
4548,328,0.06769663063945,29763,53,7,12,5360,16,24,Own,Bachelor,Single,20,0.23570493,Riesgo muy alto
4549,845,0.3676810220338383,196424,49,6,19,18733,0,23,Mortgage,PhD,Single,5,0.207361,Sin riesgo
4550,333,0.95685737233615,130583,50,0,6,7626,10,16,Mortgage,Bachelor,Single,15,0.32542992,Riesgo medio
4551,828,0.2067493998802183,197141,87,2,5,18012,17,9,Own,PhD,Widowed,23,0.17326505,Riesgo muy alto
4552,734,0.819408480349014,61119,85,3,10,10749,16,26,Rent,Masters,Married,21,0.29341295,Riesgo muy alto
4553,376,0.3094798604327859,101076,19,3,17,11226,5,3,Rent,PhD,Widowed,4,0.18226913,Riesgo medio
4554,543,0.6159959957503451,153425,81,2,4,15821,8,25,Own,Masters,Widowed,7,0.2631567,Riesgo medio
4555,797,0.7072330769759541,29256,33,8,13,6788,15,3,Own,PhD,Widowed,10,0.2144109,Riesgo muy alto
4556,638,0.0641897747089069,167499,36,4,19,15591,10,6,Rent,Masters,Single,28,0.0,Riesgo medio
4557,582,0.7043825436253807,178851,19,0,14,4791,0,8,Mortgage,Masters,Married,20,0.23129405,Sin riesgo
4558,494,0.6429579191330417,114454,77,4,16,10100,0,29,Mortgage,Masters,Married,1,0.29133177,Sin riesgo
4559,414,0.6239517645685398,133942,19,6,6,9588,0,21,Rent,Masters,Widowed,3,0.0,Sin riesgo
4560,395,0.4728465735278663,58407,46,7,3,19030,16,13,Rent,PhD,Widowed,2,0.19921042,Riesgo muy alto
4561,334,0.3751582853388824,56179,59,4,2,3951,3,6,Own,High School,Married,21,0.23187086,Riesgo bajo
4562,583,0.4340420516608064,30568,57,8,8,7859,10,2,Mortgage,Masters,Single,20,0.19997023,Riesgo medio
4563,696,0.1962340264032305,175484,24,9,10,11725,18,23,Mortgage,Masters,Widowed,4,0.0,Riesgo muy alto
4564,404,0.7018206500341437,161474,35,6,11,15550,6,28,Own,High School,Widowed,21,0.26796725,Riesgo medio
4565,733,0.2681560912289539,140400,25,4,19,7720,8,29,Mortgage,PhD,Widowed,8,0.17599055,Riesgo medio
4566,502,0.6701112318341411,72942,47,4,5,4452,6,14,Rent,Bachelor,Widowed,4,0.19862407,Riesgo medio
4567,443,0.8698937928614338,171860,79,6,7,15091,2,18,Rent,High School,Single,11,0.258394,Riesgo bajo
4568,558,0.939403632454012,45977,88,4,18,18354,15,16,Own,PhD,Single,12,0.32271808,Riesgo muy alto
4569,438,0.582721494908656,175115,27,3,16,15727,11,21,Rent,Masters,Divorced,7,0.18511494,Riesgo alto
4570,608,0.9482779540765552,133690,72,4,14,15020,2,15,Rent,PhD,Widowed,1,0.22752143,Riesgo bajo
4571,391,0.0859715950492974,170775,88,3,11,14555,15,6,Mortgage,Masters,Widowed,12,0.19315378,Riesgo muy alto
4572,531,0.8635775943835275,171487,66,1,12,5546,17,10,Rent,High School,Married,14,0.2739983,Riesgo muy alto
4573,513,0.2607753895951872,95385,38,8,10,5605,4,19,Rent,PhD,Single,11,0.2501994,Riesgo bajo
4574,427,0.0832010843157505,42902,75,5,15,13609,15,18,Rent,High School,Single,4,0.22158754,Riesgo muy alto
4575,484,0.6261036967973116,109107,84,4,15,2043,15,27,Rent,Bachelor,Widowed,18,0.26918596,Riesgo muy alto
4576,565,0.485408184636354,174002,67,1,15,1094,15,6,Mortgage,High School,Single,7,0.25720963,Riesgo muy alto
4577,359,0.2758228559511579,139225,39,4,9,18273,10,17,Own,Bachelor,Widowed,19,0.2355882,Riesgo medio
4578,789,0.780018594535634,88528,20,6,0,13241,18,16,Mortgage,PhD,Divorced,4,0.17878151,Riesgo muy alto
4579,527,0.9615476992214594,46779,89,9,0,13039,19,21,Own,Bachelor,Single,28,0.32235283,Riesgo muy alto
4580,847,0.1922198676214852,93323,48,9,19,19948,13,24,Own,High School,Widowed,7,0.15360717,Riesgo alto
4581,433,0.1961050288171767,92150,50,5,11,18645,19,19,Mortgage,Bachelor,Widowed,7,0.20414308,Riesgo muy alto
4582,514,0.1196211388417392,71538,45,1,9,3091,2,11,Own,Masters,Divorced,26,0.23212019,Riesgo bajo
4583,546,0.9869682816965658,25485,39,7,12,15690,17,23,Own,Bachelor,Married,23,0.32798186,Riesgo muy alto
4584,628,0.4310477011124403,39429,81,8,2,8863,16,27,Own,High School,Widowed,26,0.19705789,Riesgo muy alto
4585,316,0.3360971877111038,148615,75,7,12,6909,18,9,Own,High School,Single,9,0.24504824,Riesgo muy alto
4586,591,0.5651696128542416,182603,26,0,17,14051,15,24,Rent,PhD,Divorced,16,0.25741392,Riesgo muy alto
4587,325,0.7866756377248986,106373,47,2,11,14275,16,5,Rent,Bachelor,Married,28,0.294331,Riesgo muy alto
4588,848,0.6292108724537059,48384,88,2,2,17575,3,22,Rent,Masters,Married,21,0.25020275,Riesgo bajo
4589,816,0.5246874972679032,111470,78,6,10,3025,4,20,Rent,High School,Divorced,14,0.22054653,Riesgo bajo
4590,824,0.7603936296295338,152674,84,9,0,4337,10,3,Rent,High School,Divorced,19,0.18933123,Riesgo medio
4591,500,0.9023758823622434,118728,79,7,12,2081,12,19,Rent,Bachelor,Married,6,0.31611654,Riesgo alto
4592,348,0.6266352868465452,86505,52,1,3,19586,11,1,Rent,Bachelor,Widowed,5,0.21062523,Riesgo alto
4593,471,0.4416915880753967,42326,71,1,4,18574,2,17,Rent,High School,Widowed,24,0.18965594,Riesgo bajo
4594,302,0.4512402372360884,114305,88,4,5,4751,17,28,Own,Masters,Married,28,0.34015244,Riesgo muy alto
4595,514,0.0734131283293522,169601,63,2,3,16643,11,29,Own,Masters,Married,17,0.28056163,Riesgo alto
4596,779,0.3542737082721674,124448,20,0,16,4842,9,3,Mortgage,High School,Divorced,26,0.24014935,Riesgo medio
4597,438,0.3383991577329243,146705,30,6,13,14992,0,11,Rent,PhD,Widowed,28,0.20157081,Sin riesgo
4598,717,0.8292911571291612,153765,58,0,2,16005,18,27,Own,Masters,Married,5,0.29834855,Riesgo muy alto
4599,622,0.8568965959058773,148438,67,1,12,17447,8,13,Own,Bachelor,Divorced,15,0.32307327,Riesgo medio
4600,376,0.443101298900671,102073,23,5,4,2733,1,15,Own,High School,Single,12,0.20682658,Riesgo bajo
4601,356,0.637464269013551,131383,35,6,9,16826,13,20,Mortgage,Bachelor,Divorced,18,0.2275172,Riesgo alto
4602,456,0.130720322643425,137298,39,5,13,4235,7,4,Mortgage,High School,Single,17,0.2070924,Riesgo medio
4603,372,0.4546638681880485,35036,54,2,6,7534,9,14,Rent,Bachelor,Married,19,0.25720766,Riesgo medio
4604,713,0.8469362840571483,45637,80,2,1,11715,18,5,Rent,Bachelor,Single,5,0.2733985,Riesgo muy alto
4605,551,0.1117021224218959,31089,60,2,0,7720,18,25,Rent,High School,Divorced,9,0.1956873,Riesgo muy alto
4606,645,0.4813527383211278,24633,29,3,13,5432,9,3,Mortgage,PhD,Married,4,0.27575743,Riesgo medio
4607,320,0.1324804795013044,63772,86,9,5,2270,7,17,Own,PhD,Widowed,15,0.22377045,Riesgo medio
4608,659,0.4468194085275365,23196,38,0,9,12508,0,23,Own,Masters,Single,7,0.23560522,Sin riesgo
4609,802,0.0677076885238354,38851,76,0,7,13901,7,20,Rent,PhD,Divorced,4,0.26504824,Riesgo medio
4610,836,0.3658466826283483,99196,42,4,18,17290,8,23,Mortgage,Masters,Divorced,4,0.20367439,Riesgo medio
4611,615,0.9758741959145384,82189,75,7,3,16609,1,5,Own,PhD,Divorced,9,0.23805706,Riesgo bajo
4612,808,0.7157447907213077,118001,41,8,16,15502,1,24,Rent,High School,Widowed,15,0.16266856,Riesgo bajo
4613,722,0.8872506798980436,65528,21,2,5,2680,14,10,Mortgage,PhD,Widowed,20,0.18600702,Riesgo alto
4614,519,0.8825105037387769,171154,26,6,6,10360,10,19,Rent,PhD,Divorced,9,0.25371662,Riesgo medio
4615,564,0.8923123204572909,183351,19,1,15,5285,9,7,Own,Bachelor,Married,10,0.30852687,Riesgo medio
4616,424,0.2982019253312704,52669,51,5,15,11852,16,25,Rent,Bachelor,Single,13,0.24645285,Riesgo muy alto
4617,792,0.2738590961800845,63960,35,6,15,11290,5,1,Own,Bachelor,Single,16,0.22681612,Riesgo medio
4618,584,0.3773529538687168,51648,24,5,5,10693,4,27,Mortgage,Masters,Married,6,0.19106945,Riesgo bajo
4619,682,0.2116909085847229,80251,76,1,2,4653,8,6,Own,PhD,Widowed,6,0.20471683,Riesgo medio
4620,634,0.4078531220614702,121224,84,4,17,19774,12,10,Rent,Bachelor,Married,20,0.2720524,Riesgo alto
4621,688,0.5128611494367475,37549,23,0,7,4871,2,3,Own,Masters,Married,23,0.25582165,Riesgo bajo
4622,403,0.3906197043890744,188660,21,3,3,5412,14,22,Mortgage,PhD,Widowed,16,0.21296316,Riesgo alto
4623,752,0.445016555717761,167317,50,8,10,15304,3,23,Own,High School,Divorced,7,0.18364246,Riesgo bajo
4624,505,0.901923882279392,185630,41,7,3,18594,11,5,Own,High School,Divorced,27,0.23500413,Riesgo alto
4625,511,0.0589120793153926,185898,25,4,7,14730,5,27,Own,High School,Widowed,13,0.15960498,Riesgo medio
4626,422,0.8137857962058116,37798,59,6,3,12007,3,25,Rent,High School,Widowed,10,0.20135182,Riesgo bajo
4627,744,0.8852433900851228,78929,80,5,18,15155,14,14,Mortgage,Bachelor,Divorced,24,0.29669446,Riesgo alto
