ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication,RiesgoPagAtrazo,probNoPago,Segment,int_rc_Segment,int_rc
10307,337,0.1314002807258232,57425,31,3,1,9737,2,0,Own,Masters,Widowed,22,165529.0,Riesgo bajo,0.08746447083679523,Sin riesgo,0.01,0.16000000000000003
10308,843,0.4452381349989597,140410,22,2,13,4778,15,6,Mortgage,High School,Widowed,18,57336.0,Riesgo muy alto,0.1351211584336045,Riesgo bajo,0.03,0.18000000000000002
10309,550,0.5062362143036565,34724,19,2,2,5521,18,16,Own,High School,Widowed,29,88336.0,Riesgo muy alto,0.19964299100531901,Riesgo bajo,0.03,0.18000000000000002
10310,305,0.1282472368588418,27893,58,5,13,18253,13,11,Rent,Masters,Widowed,0,109518.0,Riesgo alto,0.0813619083408262,Sin riesgo,0.01,0.16000000000000003
10311,467,0.3633949091779618,110470,63,8,13,8012,14,11,Mortgage,High School,Widowed,16,32048.0,Riesgo alto,0.13693732143276108,Riesgo bajo,0.03,0.18000000000000002
10312,711,0.6854185459638037,118712,37,5,8,9834,2,23,Mortgage,High School,Widowed,12,29502.0,Riesgo bajo,0.15936273209148252,Riesgo bajo,0.03,0.18000000000000002
10313,819,0.5280978502324892,111045,60,1,7,8794,1,9,Mortgage,Masters,Widowed,29,35176.0,Riesgo bajo,0.14690870145085233,Riesgo bajo,0.03,0.18000000000000002
10314,805,0.8401936117582732,160635,53,8,2,3170,5,7,Rent,Masters,Divorced,5,28530.0,Riesgo medio,0.17291206331562556,Riesgo bajo,0.03,0.18000000000000002
10315,633,0.3282635270661861,70124,28,5,10,10999,16,25,Rent,Masters,Widowed,14,120989.0,Riesgo muy alto,0.11050417676483659,Riesgo bajo,0.03,0.18000000000000002
10316,839,0.1312555743962757,187702,26,5,0,7869,8,9,Rent,High School,Widowed,5,78690.0,Riesgo medio,0.027635775349660174,Sin riesgo,0.01,0.16000000000000003
10317,784,0.3340513857630176,115060,51,7,4,14791,8,5,Rent,Masters,Widowed,2,266238.0,Riesgo medio,0.029073393410385,Sin riesgo,0.01,0.16000000000000003
10318,575,0.1360806978430077,41682,57,9,8,7314,5,19,Rent,Masters,Widowed,26,36570.0,Riesgo medio,0.08577764629365019,Sin riesgo,0.01,0.16000000000000003
10319,699,0.3393965830051342,67016,60,0,16,19876,17,5,Rent,Masters,Widowed,8,178884.0,Riesgo muy alto,0.07892191187882303,Sin riesgo,0.01,0.16000000000000003
10320,622,0.4356757301904979,37232,36,7,8,11705,15,26,Rent,High School,Widowed,22,210690.0,Riesgo muy alto,0.1533624208071543,Riesgo bajo,0.03,0.18000000000000002
10321,327,0.0554513622156525,70925,34,9,12,12727,8,21,Rent,Masters,Divorced,20,63635.0,Riesgo medio,0.17811650761857492,Riesgo bajo,0.03,0.18000000000000002
10322,824,0.2249943339772819,170436,75,6,8,14624,0,22,Mortgage,PhD,Widowed,7,58496.0,Sin riesgo,0.1319830416002568,Riesgo bajo,0.03,0.18000000000000002
10323,489,0.3531166693764014,158443,22,3,1,2325,2,24,Rent,Masters,Widowed,6,44175.0,Riesgo bajo,0.13798794870008266,Riesgo bajo,0.03,0.18000000000000002
10324,818,0.1994095749697837,140448,44,5,7,8848,0,20,Rent,Bachelor,Widowed,10,159264.0,Sin riesgo,0.11723849309477861,Riesgo bajo,0.03,0.18000000000000002
10325,589,0.3243649883350969,55491,63,9,2,18281,3,12,Mortgage,Masters,Divorced,11,73124.0,Riesgo bajo,0.16307065373165353,Riesgo bajo,0.03,0.18000000000000002
10326,595,0.3843940142978892,159570,86,9,13,2176,9,11,Own,High School,Widowed,1,21760.0,Riesgo medio,0.10488546852975748,Riesgo bajo,0.03,0.18000000000000002
10327,320,0.0635154122476121,25075,38,5,7,1196,6,19,Mortgage,High School,Divorced,18,23920.0,Riesgo medio,0.18345138793686583,Riesgo bajo,0.03,0.18000000000000002
10328,776,0.4205209466448786,187973,30,7,4,5794,12,2,Own,High School,Single,8,52146.0,Riesgo alto,0.1809742931328245,Riesgo bajo,0.03,0.18000000000000002
10329,693,0.0289397152384279,73684,59,4,0,12216,2,20,Mortgage,Bachelor,Widowed,9,146592.0,Riesgo bajo,0.14903802108382158,Riesgo bajo,0.03,0.18000000000000002
10330,673,0.1156196769667265,103261,60,6,14,15450,12,23,Mortgage,PhD,Widowed,23,339900.0,Riesgo alto,0.14652202856232516,Riesgo bajo,0.03,0.18000000000000002
10331,752,0.9107685013972164,161136,83,6,9,2093,0,8,Rent,High School,Widowed,14,18837.0,Sin riesgo,0.13531071667509822,Riesgo bajo,0.03,0.18000000000000002
10332,812,0.1439456911962903,179676,22,6,9,4680,16,3,Own,High School,Widowed,21,14040.0,Riesgo muy alto,0.08433993182153475,Sin riesgo,0.01,0.16000000000000003
10333,717,0.2133517951275785,168375,26,7,10,12300,3,12,Mortgage,Masters,Divorced,1,49200.0,Riesgo bajo,0.12590533957851013,Riesgo bajo,0.03,0.18000000000000002
10334,757,0.2950009614185732,64446,41,6,17,17197,0,25,Rent,Masters,Divorced,6,137576.0,Sin riesgo,0.18694006212170877,Riesgo bajo,0.03,0.18000000000000002
10335,689,0.1310757171577732,189065,46,6,5,16745,2,2,Own,High School,Widowed,17,83725.0,Riesgo bajo,0.055739166156108244,Sin riesgo,0.01,0.16000000000000003
10336,361,0.4580132006709969,73719,34,9,8,12459,14,8,Mortgage,Masters,Single,13,199344.0,Riesgo alto,0.17943981698952668,Riesgo bajo,0.03,0.18000000000000002
10337,689,0.7491085505222805,91763,41,0,14,18966,2,13,Rent,Masters,Widowed,26,341388.0,Riesgo bajo,0.1644351499537047,Riesgo bajo,0.03,0.18000000000000002
10338,339,0.3131986925877645,49391,31,2,6,12798,16,2,Rent,Masters,Widowed,23,89586.0,Riesgo muy alto,0.09414257441130246,Sin riesgo,0.01,0.16000000000000003
10339,594,0.2031509206110281,186173,71,4,12,2905,10,22,Rent,High School,Widowed,15,46480.0,Riesgo medio,0.11999814812078363,Riesgo bajo,0.03,0.18000000000000002
10340,665,0.3091467689118898,67639,48,8,0,17608,11,3,Rent,High School,Widowed,27,264120.0,Riesgo alto,0.05762585054066898,Sin riesgo,0.01,0.16000000000000003
10341,358,0.1193896787353502,20082,27,9,11,9768,8,3,Mortgage,Masters,Single,28,175824.0,Riesgo medio,0.16836270018676797,Riesgo bajo,0.03,0.18000000000000002
10342,746,0.624298725215921,131712,26,7,4,13761,12,22,Mortgage,High School,Widowed,15,68805.0,Riesgo alto,0.128799564806133,Riesgo bajo,0.03,0.18000000000000002
10343,360,0.3694259521617492,26986,35,1,16,15809,15,6,Own,Masters,Widowed,20,237135.0,Riesgo muy alto,0.16806732148490242,Riesgo bajo,0.03,0.18000000000000002
10344,662,0.9697327565869648,82873,60,5,12,16372,3,0,Rent,Masters,Widowed,29,163720.0,Riesgo bajo,0.14117916790474835,Riesgo bajo,0.03,0.18000000000000002
10345,788,0.132086510010329,164509,48,9,3,18185,3,27,Own,High School,Divorced,10,327330.0,Riesgo bajo,0.18738998575877164,Riesgo bajo,0.03,0.18000000000000002
10346,733,0.6008485431731359,47358,82,3,4,7755,18,0,Rent,Masters,Widowed,0,77550.0,Riesgo muy alto,0.13292629449007845,Riesgo bajo,0.03,0.18000000000000002
10347,754,0.0630293168877644,93965,60,5,10,6016,14,6,Mortgage,High School,Widowed,25,66176.0,Riesgo alto,0.07129679778428889,Sin riesgo,0.01,0.16000000000000003
10348,752,0.3465111336855802,167417,29,7,14,14672,7,16,Rent,Masters,Widowed,12,176064.0,Riesgo medio,0.07867248057801718,Sin riesgo,0.01,0.16000000000000003
10349,357,0.3157768738939535,42046,72,7,2,17632,1,4,Rent,Masters,Married,19,123424.0,Riesgo bajo,0.1951787820275757,Riesgo bajo,0.03,0.18000000000000002
10350,793,0.0097820511345129,114747,22,8,14,9010,14,8,Mortgage,Masters,Widowed,7,99110.0,Riesgo alto,0.02929569795485726,Sin riesgo,0.01,0.16000000000000003
10351,592,0.3133704168418351,134371,87,3,3,4965,10,3,Rent,High School,Widowed,24,14895.0,Riesgo medio,0.0740325436332419,Sin riesgo,0.01,0.16000000000000003
10352,489,0.7347852103535717,166106,29,5,1,12358,1,5,Own,High School,Widowed,13,49432.0,Riesgo bajo,0.1467120041260156,Riesgo bajo,0.03,0.18000000000000002
10353,610,0.1558479624208305,198521,58,8,2,6973,10,27,Own,High School,Widowed,14,62757.0,Riesgo medio,0.12859030015198564,Riesgo bajo,0.03,0.18000000000000002
10354,705,0.9545009762329432,140452,25,8,6,1230,13,3,Mortgage,Masters,Widowed,3,23370.0,Riesgo alto,0.08657994744307469,Sin riesgo,0.01,0.16000000000000003
10355,403,0.2724108326562175,55397,83,9,5,17172,13,12,Rent,Masters,Widowed,24,240408.0,Riesgo alto,0.09160771111868742,Sin riesgo,0.01,0.16000000000000003
10356,819,0.0886805457517706,42238,22,7,16,7821,8,9,Mortgage,Masters,Widowed,25,125136.0,Riesgo medio,0.042138914664630524,Sin riesgo,0.01,0.16000000000000003
10357,706,0.13563723321194,85407,42,3,18,6991,6,13,Rent,Masters,Divorced,25,34955.0,Riesgo medio,0.1879436651783821,Riesgo bajo,0.03,0.18000000000000002
10358,837,0.0733632518599233,126944,81,0,8,9522,12,24,Mortgage,High School,Widowed,12,199962.0,Riesgo alto,0.14976891883055507,Riesgo bajo,0.03,0.18000000000000002
10359,677,0.0550606114189681,153520,62,2,0,4286,10,7,Own,High School,Widowed,26,42860.0,Riesgo medio,0.0977138865547408,Sin riesgo,0.01,0.16000000000000003
10360,461,0.146540418776271,146019,80,7,10,12011,16,10,Rent,Masters,Widowed,2,240220.0,Riesgo muy alto,0.06428582139754357,Sin riesgo,0.01,0.16000000000000003
10361,537,0.9423241086041324,153501,31,4,9,6195,0,6,Rent,Masters,Widowed,12,117705.0,Sin riesgo,0.12692748877209492,Riesgo bajo,0.03,0.18000000000000002
10362,846,0.3581438023186625,119864,83,2,15,10921,3,8,Mortgage,High School,Widowed,19,76447.0,Riesgo bajo,0.14716396660390968,Riesgo bajo,0.03,0.18000000000000002
10363,359,0.3398528298018389,38414,64,1,3,12573,4,1,Own,High School,Widowed,18,276606.0,Riesgo bajo,0.1321591334220304,Riesgo bajo,0.03,0.18000000000000002
10364,788,0.2717280667206765,69272,49,0,13,10955,19,2,Rent,Bachelor,Widowed,15,153370.0,Riesgo muy alto,0.1291486273655476,Riesgo bajo,0.03,0.18000000000000002
10365,775,0.0690079143887099,105451,80,5,18,7393,8,8,Rent,Bachelor,Widowed,23,36965.0,Riesgo medio,0.0884811404540775,Sin riesgo,0.01,0.16000000000000003
10366,602,0.0470983346191057,169607,20,7,3,18166,8,22,Rent,High School,Divorced,2,36332.0,Riesgo medio,0.1524385039862743,Riesgo bajo,0.03,0.18000000000000002
10367,368,0.1897681462107644,33679,68,8,12,4442,7,14,Own,High School,Widowed,25,84398.0,Riesgo medio,0.14907652715994385,Riesgo bajo,0.03,0.18000000000000002
10368,566,0.670790723449354,60159,79,8,0,4333,11,9,Own,High School,Widowed,3,17332.0,Riesgo alto,0.14356116485445763,Riesgo bajo,0.03,0.18000000000000002
10369,388,0.695752755764874,38135,24,9,5,16190,12,0,Mortgage,Masters,Widowed,11,145710.0,Riesgo alto,0.09538215310006759,Sin riesgo,0.01,0.16000000000000003
10370,823,0.6795955089566378,88531,43,0,6,6930,8,1,Rent,High School,Widowed,2,69300.0,Riesgo medio,0.1174403084301187,Riesgo bajo,0.03,0.18000000000000002
10371,325,0.0230970829214485,159616,35,0,8,10418,5,2,Rent,High School,Married,1,104180.0,Riesgo medio,0.1647681803823788,Riesgo bajo,0.03,0.18000000000000002
10372,544,0.4923780594332299,167232,47,8,5,1498,9,5,Mortgage,High School,Widowed,11,19474.0,Riesgo medio,0.08590804828470261,Sin riesgo,0.01,0.16000000000000003
10373,676,0.7687461088914361,143470,88,6,14,6802,1,4,Rent,Masters,Widowed,29,136040.0,Riesgo bajo,0.13470776285428768,Riesgo bajo,0.03,0.18000000000000002
10374,302,0.0437044908073318,139650,37,3,4,3110,11,1,Mortgage,High School,Widowed,2,9330.0,Riesgo alto,0.08402484907395646,Sin riesgo,0.01,0.16000000000000003
10375,592,0.3473893747923193,133062,76,9,6,3508,2,12,Own,High School,Widowed,23,38588.0,Riesgo bajo,0.10901855785498492,Riesgo bajo,0.03,0.18000000000000002
10376,714,0.0506244982948149,173873,66,8,19,15427,3,10,Rent,Masters,Single,6,339394.0,Riesgo bajo,0.15041307739136403,Riesgo bajo,0.03,0.18000000000000002
10377,723,0.170662140322539,198131,80,9,7,6491,2,7,Own,Masters,Widowed,16,103856.0,Riesgo bajo,0.06577917717720108,Sin riesgo,0.01,0.16000000000000003
10378,673,0.669828871557815,199240,38,6,17,8518,18,9,Rent,Masters,Widowed,16,187396.0,Riesgo muy alto,0.1327003013156217,Riesgo bajo,0.03,0.18000000000000002
10379,619,0.5487292934479051,166663,56,1,18,13956,12,8,Rent,Masters,Widowed,20,83736.0,Riesgo alto,0.13100794517844094,Riesgo bajo,0.03,0.18000000000000002
10380,521,0.3676882929948928,35688,49,9,18,11774,2,16,Rent,Bachelor,Widowed,13,47096.0,Riesgo bajo,0.17181100579746955,Riesgo bajo,0.03,0.18000000000000002
10381,618,0.0788535791654737,154275,23,7,3,15374,12,13,Own,High School,Single,11,199862.0,Riesgo alto,0.1770524032203301,Riesgo bajo,0.03,0.18000000000000002
10382,457,0.715356507712254,186305,35,8,3,5345,11,11,Own,Masters,Divorced,3,16035.0,Riesgo alto,0.18494152994089996,Riesgo bajo,0.03,0.18000000000000002
10383,742,0.0535339647361408,172205,50,5,1,9460,4,14,Own,High School,Single,3,28380.0,Riesgo bajo,0.16430714699905075,Riesgo bajo,0.03,0.18000000000000002
10384,620,0.5448342068157916,137859,73,8,19,19687,2,5,Rent,Bachelor,Widowed,2,393740.0,Riesgo bajo,0.12477757303823012,Riesgo bajo,0.03,0.18000000000000002
10385,625,0.1421935834475235,143404,32,1,19,19648,18,29,Rent,High School,Divorced,9,353664.0,Riesgo muy alto,0.18978238442388304,Riesgo bajo,0.03,0.18000000000000002
10386,404,0.1044173205943227,103177,59,5,0,11712,2,21,Mortgage,Masters,Divorced,12,35136.0,Riesgo bajo,0.17904517002902204,Riesgo bajo,0.03,0.18000000000000002
10387,801,0.0139318374822825,30096,45,8,5,5659,1,5,Own,Bachelor,Widowed,14,84885.0,Riesgo bajo,0.11934347452946241,Riesgo bajo,0.03,0.18000000000000002
10388,542,0.3766850037839215,126570,53,9,8,5770,3,3,Mortgage,Bachelor,Widowed,17,23080.0,Riesgo bajo,0.1315639143568174,Riesgo bajo,0.03,0.18000000000000002
10389,701,0.7228064957684504,33199,41,4,0,18482,14,15,Rent,Masters,Widowed,5,203302.0,Riesgo alto,0.16166601865021313,Riesgo bajo,0.03,0.18000000000000002
10390,321,0.5652362855875587,175328,69,8,5,2710,2,3,Rent,High School,Widowed,3,21680.0,Riesgo bajo,0.07019258490583863,Sin riesgo,0.01,0.16000000000000003
10391,685,0.0824550373179013,144717,74,2,10,3639,2,6,Rent,Masters,Widowed,12,65502.0,Riesgo bajo,0.025707682184678886,Sin riesgo,0.01,0.16000000000000003
10392,613,0.6877086463600056,179610,45,6,3,18121,12,0,Own,Bachelor,Widowed,2,36242.0,Riesgo alto,0.17857587957939206,Riesgo bajo,0.03,0.18000000000000002
10393,801,0.4473905516219166,148478,56,6,1,8689,13,19,Mortgage,Masters,Widowed,12,182469.0,Riesgo alto,0.1424334757610262,Riesgo bajo,0.03,0.18000000000000002
10394,637,0.2287438531031993,45814,18,9,7,13199,13,20,Rent,Masters,Divorced,19,79194.0,Riesgo alto,0.1843070127217561,Riesgo bajo,0.03,0.18000000000000002
10395,520,0.2086808625397562,153385,37,2,17,10059,4,2,Rent,Bachelor,Widowed,8,211239.0,Riesgo bajo,0.11955569569930956,Riesgo bajo,0.03,0.18000000000000002
10396,612,0.4530717550378198,198549,27,5,6,18512,4,7,Rent,Bachelor,Widowed,23,129584.0,Riesgo bajo,0.12732162999668262,Riesgo bajo,0.03,0.18000000000000002
10397,801,0.43759655483027,183990,78,2,3,2294,0,9,Mortgage,Masters,Widowed,10,22940.0,Sin riesgo,0.12368601358019861,Riesgo bajo,0.03,0.18000000000000002
10398,767,0.1017008145038689,116797,28,1,19,1820,14,13,Own,High School,Widowed,9,14560.0,Riesgo alto,0.12079904653857941,Riesgo bajo,0.03,0.18000000000000002
10399,492,0.0049150845358437,176047,88,7,17,15948,17,25,Rent,High School,Widowed,6,175428.0,Riesgo muy alto,0.08716566182882582,Sin riesgo,0.01,0.16000000000000003
10400,649,0.987810565520883,197456,26,3,14,17798,8,0,Rent,Masters,Married,3,284768.0,Riesgo medio,0.188696666895725,Riesgo bajo,0.03,0.18000000000000002
10401,520,0.1888088276974021,135647,66,9,1,1201,7,22,Mortgage,Masters,Widowed,0,21618.0,Riesgo medio,0.06981668344831722,Sin riesgo,0.01,0.16000000000000003
10402,651,0.3200879487025095,188602,21,0,5,9327,10,1,Own,High School,Widowed,16,93270.0,Riesgo medio,0.11359698744766356,Riesgo bajo,0.03,0.18000000000000002
10403,561,0.0996613948076154,110920,47,7,12,6027,7,14,Rent,Bachelor,Widowed,15,114513.0,Riesgo medio,0.14092538819743242,Riesgo bajo,0.03,0.18000000000000002
10404,727,0.7326348885542041,134553,36,8,5,18761,1,4,Rent,High School,Widowed,17,150088.0,Riesgo bajo,0.1144901273502487,Riesgo bajo,0.03,0.18000000000000002
10405,469,0.3803302849548945,199439,76,0,15,12949,11,0,Rent,High School,Widowed,22,246031.0,Riesgo alto,0.1229161718073283,Riesgo bajo,0.03,0.18000000000000002
10406,321,0.0693688077061027,149819,59,3,2,15276,2,22,Rent,High School,Widowed,14,183312.0,Riesgo bajo,0.09043826918233597,Sin riesgo,0.01,0.16000000000000003
10407,801,0.476629964059262,52494,54,8,16,4276,10,6,Rent,Masters,Widowed,13,89796.0,Riesgo medio,0.09955331878855539,Sin riesgo,0.01,0.16000000000000003
10408,555,0.3081751568844761,190839,35,0,0,18841,3,2,Rent,Bachelor,Widowed,16,131887.0,Riesgo bajo,0.11386943708615252,Riesgo bajo,0.03,0.18000000000000002
10409,608,0.325260265579451,158235,39,6,17,12932,7,12,Mortgage,High School,Widowed,26,258640.0,Riesgo medio,0.11502063959410916,Riesgo bajo,0.03,0.18000000000000002
10410,794,0.0997293983346677,173812,48,1,14,10940,12,18,Rent,Masters,Divorced,4,240680.0,Riesgo alto,0.18651907736028214,Riesgo bajo,0.03,0.18000000000000002
10411,584,0.5880569977396541,192285,83,0,18,10251,11,1,Rent,Masters,Widowed,5,30753.0,Riesgo alto,0.13864208158640615,Riesgo bajo,0.03,0.18000000000000002
10412,640,0.4086727142235937,131423,58,7,10,9085,5,8,Mortgage,Masters,Widowed,5,72680.0,Riesgo medio,0.07167342015271969,Sin riesgo,0.01,0.16000000000000003
10413,303,0.8613875998646343,174493,47,6,10,16462,9,3,Rent,Masters,Widowed,8,296316.0,Riesgo medio,0.13689896484274203,Riesgo bajo,0.03,0.18000000000000002
10414,530,0.4205341415836877,91911,58,8,3,9600,17,23,Rent,Masters,Widowed,2,28800.0,Riesgo muy alto,0.12962380837507956,Riesgo bajo,0.03,0.18000000000000002
10415,638,0.0641897747089069,167499,36,4,19,15591,10,6,Rent,Masters,Single,28,124728.0,Riesgo medio,0.15974359110408876,Riesgo bajo,0.03,0.18000000000000002
10416,414,0.6239517645685398,133942,19,6,6,9588,0,21,Rent,Masters,Widowed,3,105468.0,Sin riesgo,0.14276598410122615,Riesgo bajo,0.03,0.18000000000000002
10417,696,0.1962340264032305,175484,24,9,10,11725,18,23,Mortgage,Masters,Widowed,4,105525.0,Riesgo muy alto,0.056128439275388034,Sin riesgo,0.01,0.16000000000000003
10418,847,0.1922198676214852,93323,48,9,19,19948,13,24,Own,High School,Widowed,7,398960.0,Riesgo alto,0.11956325037035113,Riesgo bajo,0.03,0.18000000000000002
10419,808,0.7157447907213077,118001,41,8,16,15502,1,24,Rent,High School,Widowed,15,46506.0,Riesgo bajo,0.18352518505615104,Riesgo bajo,0.03,0.18000000000000002
10420,511,0.0589120793153926,185898,25,4,7,14730,5,27,Own,High School,Widowed,13,29460.0,Riesgo medio,0.11939031432924413,Riesgo bajo,0.03,0.18000000000000002
10421,472,0.1823467604393172,60911,75,7,4,8148,19,5,Rent,High School,Divorced,1,179256.0,Riesgo muy alto,0.18281086848149783,Riesgo bajo,0.03,0.18000000000000002
10422,765,0.7332235699058937,120949,32,0,16,6412,1,5,Rent,Masters,Widowed,8,38472.0,Riesgo bajo,0.12226571166731846,Riesgo bajo,0.03,0.18000000000000002
10423,835,0.2271956347642936,35396,26,0,2,3164,18,5,Own,High School,Widowed,22,47460.0,Riesgo muy alto,0.12387270319464813,Riesgo bajo,0.03,0.18000000000000002
10424,760,0.2665507292335559,163940,67,9,16,5232,3,7,Rent,Masters,Single,9,94176.0,Riesgo bajo,0.17112542978770837,Riesgo bajo,0.03,0.18000000000000002
10425,731,0.535352560899012,194077,25,8,10,12225,5,17,Rent,Bachelor,Widowed,2,146700.0,Riesgo medio,0.1309750054107702,Riesgo bajo,0.03,0.18000000000000002
10426,429,0.0423047590492118,99273,70,2,12,4142,14,2,Rent,Bachelor,Widowed,18,49704.0,Riesgo alto,0.1467764955512806,Riesgo bajo,0.03,0.18000000000000002
10427,467,0.3127947004695703,36962,19,7,6,18994,2,13,Rent,Bachelor,Widowed,23,303904.0,Riesgo bajo,0.14545043246187117,Riesgo bajo,0.03,0.18000000000000002
10428,584,0.3391164299205945,62435,50,4,17,12443,7,29,Rent,High School,Widowed,1,186645.0,Riesgo medio,0.11077278509122089,Riesgo bajo,0.03,0.18000000000000002
10429,838,0.2578750846458929,167276,55,3,14,13566,3,1,Own,PhD,Widowed,19,108528.0,Riesgo bajo,0.1339444980328554,Riesgo bajo,0.03,0.18000000000000002
10430,370,0.5285050241495974,158018,47,7,0,5802,2,25,Rent,Masters,Widowed,4,116040.0,Riesgo bajo,0.13269912067908937,Riesgo bajo,0.03,0.18000000000000002
10431,719,0.3442098467842418,65924,34,0,18,7295,10,6,Mortgage,High School,Widowed,17,102130.0,Riesgo medio,0.12296429051492859,Riesgo bajo,0.03,0.18000000000000002
10432,612,0.0556065433935658,178092,73,7,17,11066,19,28,Mortgage,High School,Divorced,5,210254.0,Riesgo muy alto,0.18105252481208148,Riesgo bajo,0.03,0.18000000000000002
10433,574,0.8946983304030193,181876,37,8,8,19442,10,15,Mortgage,Masters,Widowed,3,369398.0,Riesgo medio,0.12256540641742364,Riesgo bajo,0.03,0.18000000000000002
10434,821,0.5152789463596866,184948,84,4,16,13499,8,11,Rent,Masters,Widowed,4,107992.0,Riesgo medio,0.09239729718028038,Sin riesgo,0.01,0.16000000000000003
10435,510,0.202391557288087,61438,46,8,2,10363,3,6,Rent,High School,Widowed,0,31089.0,Riesgo bajo,0.026064316345564643,Sin riesgo,0.01,0.16000000000000003
10436,680,0.1486737019959365,142506,53,2,14,14411,11,14,Mortgage,Masters,Widowed,2,273809.0,Riesgo alto,0.12277529313642312,Riesgo bajo,0.03,0.18000000000000002
10437,720,0.1760636648553372,22627,88,9,3,19383,7,19,Rent,High School,Widowed,18,310128.0,Riesgo medio,0.072730644287365,Sin riesgo,0.01,0.16000000000000003
10438,669,0.3956242047355673,114668,20,3,0,17861,17,26,Rent,Masters,Widowed,9,214332.0,Riesgo muy alto,0.13812104728119745,Riesgo bajo,0.03,0.18000000000000002
10439,442,0.0875082807925793,134982,72,9,4,12696,2,24,Mortgage,High School,Widowed,2,63480.0,Riesgo bajo,0.06343482908951642,Sin riesgo,0.01,0.16000000000000003
10440,511,0.4080208932562498,52939,55,1,13,16954,8,10,Rent,High School,Widowed,8,254310.0,Riesgo medio,0.10916417935533897,Riesgo bajo,0.03,0.18000000000000002
10441,428,0.0757836609080979,58773,40,7,16,9367,17,13,Rent,High School,Widowed,25,37468.0,Riesgo muy alto,0.08401747618683846,Sin riesgo,0.01,0.16000000000000003
10442,817,0.2555713286728738,90656,37,7,8,2929,6,5,Own,High School,Widowed,16,23432.0,Riesgo medio,0.05850669309764418,Sin riesgo,0.01,0.16000000000000003
10443,622,0.8214571809649666,183137,79,9,0,16624,6,16,Rent,PhD,Widowed,9,299232.0,Riesgo medio,0.16450355183590276,Riesgo bajo,0.03,0.18000000000000002
10444,849,0.5704998247776613,83898,61,9,0,4220,6,20,Mortgage,High School,Widowed,11,59080.0,Riesgo medio,0.10904708222526956,Riesgo bajo,0.03,0.18000000000000002
10445,635,0.1619979412698114,26160,67,2,19,18756,7,1,Mortgage,High School,Widowed,13,356364.0,Riesgo medio,0.12466400169612371,Riesgo bajo,0.03,0.18000000000000002
10446,428,0.1860139320045956,28742,81,1,9,3099,6,14,Rent,Bachelor,Widowed,12,49584.0,Riesgo medio,0.16444637010560748,Riesgo bajo,0.03,0.18000000000000002
10447,640,0.3957249514768005,188916,32,8,8,18580,16,24,Mortgage,High School,Divorced,0,111480.0,Riesgo muy alto,0.14815170590028173,Riesgo bajo,0.03,0.18000000000000002
10448,786,0.9708317078714482,152925,30,7,11,15435,8,11,Own,High School,Widowed,5,61740.0,Riesgo medio,0.14088985499456608,Riesgo bajo,0.03,0.18000000000000002
10449,533,0.4467076006471048,183013,46,4,7,8546,0,7,Own,Masters,Widowed,22,170920.0,Sin riesgo,0.1297834342839798,Riesgo bajo,0.03,0.18000000000000002
10450,513,0.3392267913471234,143070,36,8,14,12355,2,29,Mortgage,Masters,Widowed,2,135905.0,Riesgo bajo,0.07176408063266317,Sin riesgo,0.01,0.16000000000000003
10451,752,0.3706306140108935,173141,58,1,17,4485,4,3,Own,High School,Widowed,10,58305.0,Riesgo bajo,0.13286169718371443,Riesgo bajo,0.03,0.18000000000000002
10452,613,0.0748846351459066,38485,65,8,4,14241,10,26,Mortgage,High School,Divorced,8,85446.0,Riesgo medio,0.1668934357006747,Riesgo bajo,0.03,0.18000000000000002
10453,762,0.2729592222611551,153774,51,7,13,19480,19,2,Rent,Bachelor,Widowed,2,214280.0,Riesgo muy alto,0.10934721222660926,Riesgo bajo,0.03,0.18000000000000002
10454,312,0.0459664202330303,172088,36,5,7,15298,8,25,Own,High School,Widowed,7,91788.0,Riesgo medio,0.11439174170629067,Riesgo bajo,0.03,0.18000000000000002
10455,330,0.1451933708683316,75579,47,9,7,10278,15,0,Rent,Bachelor,Widowed,19,30834.0,Riesgo muy alto,0.1464835695134429,Riesgo bajo,0.03,0.18000000000000002
10456,829,0.9076652635821691,106044,39,2,0,10788,1,5,Mortgage,Bachelor,Widowed,3,97092.0,Riesgo bajo,0.17192600366432392,Riesgo bajo,0.03,0.18000000000000002
10457,789,0.3182993533668209,183353,65,8,15,14905,12,21,Rent,Masters,Widowed,18,163955.0,Riesgo alto,0.10319736967319341,Riesgo bajo,0.03,0.18000000000000002
10458,692,0.3258314670592346,147584,59,5,3,4945,7,13,Rent,Bachelor,Widowed,9,93955.0,Riesgo medio,0.1221662286675077,Riesgo bajo,0.03,0.18000000000000002
10459,623,0.1599591665905858,182712,88,3,3,14016,3,13,Rent,High School,Widowed,8,224256.0,Riesgo bajo,0.06250267316672747,Sin riesgo,0.01,0.16000000000000003
10460,462,0.1042593793269222,79930,61,9,7,11404,1,16,Mortgage,High School,Divorced,10,125444.0,Riesgo bajo,0.15741977703526785,Riesgo bajo,0.03,0.18000000000000002
10461,501,0.5017199407682497,160401,23,7,4,7646,0,2,Rent,Masters,Widowed,0,99398.0,Sin riesgo,0.04987538411754194,Sin riesgo,0.01,0.16000000000000003
